60	59033
60	75762
60	84382
60	84824
60	93073
60	103820
60	153049
60	164873
60	196678
60	199822
60	202577
60	233988
60	259343
61	6494
61	15388
62	6530
62	15361
62	237014
63	226411
64	29896
64	50488
64	212376
65	67503
65	134375
65	170452
65	257846
65	264126
65	268515
65	271016
65	273203
66	34573
66	38342
66	81435
66	105607
66	167295
66	198090
66	214128
66	226411
66	234704
66	245659
67	6527
67	15350
67	67756
67	69358
67	241454
68	5562
68	11481
68	17737
68	17750
68	22272
68	23156
68	24243
68	29115
68	41235
68	43111
68	50528
68	62336
68	63856
68	67378
68	71218
68	75952
68	88679
68	112742
68	121421
68	126057
68	130832
68	134083
68	135564
68	137690
68	145500
68	152360
68	154835
68	161093
68	162504
68	164701
68	173650
68	202127
68	204569
68	217545
68	223222
68	226137
68	232037
68	232712
68	249496
68	251990
68	253245
68	265387
68	268119
68	271205
68	276237
68	278409
69	6523
69	15365
70	17490
70	17781
70	49068
70	62478
70	64932
70	77999
70	96745
70	111245
70	120708
70	137632
70	153074
70	176790
70	179759
70	181701
70	183004
70	221087
70	247241
70	259455
70	265910
71	119479
72	162418
72	263270
72	264548
73	1619
73	5436
73	9680
73	12516
73	34573
73	38342
73	38896
73	46414
73	62574
73	65506
73	67897
73	81435
73	105607
73	114689
73	115382
73	118567
73	121154
73	156009
73	159623
73	167295
73	173129
73	198090
73	198886
73	214128
73	215445
73	219709
73	224421
73	226411
73	234704
73	237542
73	245659
73	256427
73	266260
73	266634
73	273979
74	6522
74	15364
75	34573
75	38342
75	81435
75	105607
75	167295
75	198090
75	214128
75	226411
75	234704
75	245659
76	162836
77	22794
77	64737
77	114813
77	138869
77	140066
77	164067
77	164329
77	252306
78	21796
78	44601
78	93471
78	93901
78	163486
78	182368
79	151981
79	241454
79	258348
79	267492
79	276685
80	2656
80	9600
80	36829
80	175144
80	175178
80	183870
80	195916
81	18412
82	35084
82	41117
82	58764
82	86240
82	222332
82	248139
82	270771
83	25257
83	63130
83	106713
83	152204
83	167199
83	233947
84	6517
84	10044
84	89073
84	134832
84	231363
85	87073
85	106171
85	254292
86	55153
86	195570
86	208086
87	96567
87	121200
87	165950
87	188253
87	203322
87	222775
87	252300
88	8261
88	38783
88	72193
88	92583
88	103031
88	125372
88	175106
88	183865
88	204562
88	210403
88	216433
88	219782
88	226411
88	243109
88	256298
88	265428
89	25392
89	53911
89	65235
89	235195
90	39603
90	56587
90	69256
90	102357
90	125118
90	140302
90	195814
90	211301
90	222920
90	226411
91	22789
91	32115
91	40117
91	60440
91	65185
91	96358
91	112742
91	115740
91	118244
91	140571
91	145892
91	151428
91	161890
91	184900
91	193566
91	199143
91	208542
91	213983
91	222873
91	248989
91	253689
91	254127
91	255054
91	258143
91	264982
92	6475
92	15487
93	25388
93	65179
93	65238
93	122148
94	148889
95	50785
95	60210
95	89073
95	93989
95	217283
96	186750
96	225872
97	50785
97	60210
97	89073
97	93989
97	164027
98	209160
99	6471
99	15498
99	67756
99	69358
99	241454
100	61511
100	176659
101	14628
101	17781
101	38499
101	62478
101	77999
101	96745
101	104657
101	120708
101	131346
101	137295
101	137632
101	168274
101	176098
101	176790
101	181701
101	183004
101	212296
101	218757
101	221087
101	229139
101	247241
101	250751
101	259455
101	268537
102	7447
102	12569
102	17217
102	25448
102	34573
102	37125
102	38342
102	71996
102	81435
102	86437
102	93900
102	102533
102	105607
102	113522
102	138827
102	139343
102	156788
102	156828
102	162822
102	167050
102	167295
102	170067
102	174356
102	179974
102	190554
102	198090
102	204783
102	205713
102	214128
102	226411
102	228612
102	234704
102	245659
102	251636
102	255744
102	264776
103	119479
103	133182
104	1638
104	4555
104	4784
104	29274
104	42887
104	53466
104	57900
104	67021
104	78940
104	82719
104	129335
104	138907
104	162049
104	277229
105	6491
105	15471
105	28725
106	27992
106	39193
106	51898
106	63472
106	63717
106	68179
106	76646
106	107503
106	112061
106	120939
106	123255
106	138280
106	146656
106	183080
106	184264
106	209574
106	226411
106	228641
106	253570
106	263411
106	270237
106	271023
106	275692
106	279100
106	280346
106	281836
107	6489
107	59641
107	116869
108	2656
108	9600
108	36829
108	175144
108	195916
108	207959
109	106212
110	89073
110	262860
111	279636
112	6484
112	67756
112	69358
112	241454
112	257204
113	8191
113	154350
113	195674
113	204886
113	210908
114	37194
114	55236
114	60303
114	80680
114	108328
114	133797
114	135811
114	145347
114	151939
114	192929
114	213898
114	221920
114	226411
114	264903
114	266528
115	2581
115	17781
115	62478
115	77999
115	82526
115	96745
115	101866
115	116126
115	120708
115	137632
115	153744
115	167221
115	176790
115	181701
115	183004
115	221087
115	247241
115	259455
115	259855
